text,label
Why isn't my Google Pay top up working for me? Did I do something wrong?,2
Is there a problem with receiving my salary in GBP?,50
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61
How come I was charged an extra fee when paying with the card?,15
How long is US delivery?,12
Can I get information on topping up?,57
Why did I have to pay extra because I paid with my card?,15
The ATM did not give me my card back?,18
what are the reasons why you would not be able to process a payment,7
How can I get my card back out?,18
Can I top up with cash,58
What I topped up was reverted by the app.,61
A payment I didn't do shows in my app,16
How long will it take to deliver to the US?,12
How long will it take for me to get my card?,11
My card stopped working,14
What is the source of funds for my money?,70
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,26
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?,48
"I believe my card has been stolen, what can I do about this situation? It's urgent.",41
Why do you need code verification for my top up?,71
Do I need my phone to use the app?,42
Could you please tell me your exchange rates?,32
I made a payment but it was returned.,53
how do i set up my apple pay watch to connect to my account,2
What are the top-up fees for my card?,57
My money I had was gone and I could not get gas!,62
Why has my transfer not arrived yet?,66
Why was my card payment declined?,25
need to know where money comes from,70
How to edit personal details?,30
What happens if my card payment is cancelled?,53
why wasn't a transfer to account approved,7
"went somewhere else, need to change details",30
Can I get my salary through this?,50
I don't understand why I was charged an additional fee for this service. Can you clarify?,15
Am I able to get a second card?,39
"
I can't seem to be able to use my card


",14
My purchase from this morning still is pending.,45
How can I exchange GBP for AUD?,33
What do I need for the identity check?,69
Please delete my account. I am not happy with the service from your company.,55
I changed my mind on something I purchased through you and I need the transaction canceled and a refund as soon as possible. Can you help me please?,52
How come I can't seem to verify my id?,68
Why was my top-up declined?,61
My cash deposit hasn't posted to my account.,6
"If my phone is missing, can I block someone from using the app?",42
How do I retrieve my card from the machine?,18
What is the procedure for topping up with a cheque?,58
How do I deposit through bank transfer?,65
Is American Express accepted?,54
I'm trying to activate the auto-top up function. Where is it?,4
I am seeing a direct debit I wasn't aware of.,28
The app declined my top up. What did I do wrong?,61
"Please help me get a new card, I reside in the United States.",24
Help!  There is a cash withdrawl on the account that I didn't make!,20
And do you have virtual cards instead of physical ones?,40
I can't find how to top up my account with a check.  Where is that?,58
I made a cash deposit and the balance wasn't updated.,6
I have a missing refund,51
Will my GPB update my salary,50
i disagree with a charge,16
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,23
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",25
What is the timeframe for a transfer in Europe?,67
How do I order a virtual card?,40
Tell me what ATMs use this card.,3
My passcode won't work.,44
Which countries are supported,24
How do I cancel my card? There are charges on my account that I didn't make.,20
My card payment's cancelled,53
"I didn't get as much cash as I asked for from the ATM, why?",75
I want to choose a different PIN.,21
Where should I withdraw money from?,3
Why hasn't my cash arrived from a deposited check?,6
How can I edit my personal details in the app?,30
Can I verify a top-up and what card is used?,71
Do you have an age requirement when opening an account with your service?,1
I already got my item but just got my money back,53
"I need AUD not GBP, how do I change it?",33
My daughter would like a card from my account?  Can I do this?,39
Help.  I have a stolen card!,41
A payment that I didn't make appears in my app.,16
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",51
What do I do if an ATM ate my card?,18
How can I update my personal information after moving?,30
What currency is acceptable for a top up?,54
"in china, need new card",9
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11
My card isn't working anymore.,14
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",46
The cash abroad exchange rate is applied wrong.,76
"lost phone, dont want others to access account",42
Why is there an extra 1 pound charge on my card?,34
Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,7
Can you please explain the topping up transfer process?,65
When are cards shipped?,12
Does delivery to the US take long?,12
The wrong exchange rate was used when I purchased an item.,17
I think I forgot my passcode,44
I got charged for with a fee for paying with my card.,15
When will my top-up be completed?,47
My card payment is being declined and I've tried several times.,25
"On a card top-up, where can I verify?",71
What do I do if I have exceeded all my PIN tries?,49
I was charged multiple times at the same location at the same time,63
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,59
How many disposable cards per day am I allowed to have?,29
Why is my cash deposit not in my account?,6
"daughter needs card, how do i add her",39
There is an extra charge on my app that I was not told about or I was aware of!,34
I am having trouble with the app recognizing me.,68
I've been waiting ages and my PIN hasn't gotten here.,38
what is going on with my cash withdrawal? the exchange rate is wrong,76
Verify my source of funds?,70
"I made a mistake when making my last transfer, please cancel before it goes thru.",8
"Can I still use my account, even though the identity verification has not passed yet?",74
I don't want to use this method to identify myself.,74
"i am not a premium customer but i want a virtual card, how do i get it",29
Where do I go to change GBP?,33
The contactless I have won't work.,23
What are the requirements to open an account for a minor?,1
why do you charge for transfers?,56
How can I fill up my gas tank using a check?,58
There is money missing from my account.,20
is there a way to see where funds come from,70
Can I top up my account with a cheque?,58
Do you have any accounts for children ?,1
Why are there so many fees on my statement?,34
Why am I still waiting for my refund,51
I need more physical cards.,39
what is the exchange rate when i get cash,76
Why am I not able to withdraw cash from this ATM?,26
Which currencies will you exchange?,36
How do I receive a disposable virtual card?,37
how long does it take for a transfer from Europe to go through?,67
Can I use my card at an ATM?,3
How can I transfer funds from my bank to my top up account?,65
I would like my refund for this item I bought.,52
I need a disposable virtual card. Please tell me how to order one.,37
What does it cost to receive a SEPA transfer?,56
Who is giving me my money?,70
Can I verify my identity online?,69
Is topping up unlimited?,60
Help! My account doesn't show any funds. Is transferring funds an option I can use?,65
Is the bank the only place I can change my PIN>,21
Why can't I see the top up I made?,62
Where is the transaction I made to a friend?,66
What is my top-up limit?,60
Why check my identity?,74
Am I able to have a card sent to China?,9
I tried to do a transfer and it hasn't worked!,35
what was the $1 fee i got,34
Can you lookup my password?,44
Why is your exchange rate for my card payment wrong,17
What do I do if I got the wrong amount at the ATM?,75
"I have made a payment by my card, and its still pending since a long time. Could you please tell me when it will process.",45
Help me order a new card that's going to be expired soon.,9
Can you tell me what I need to do to have my pin changed?,21
I have a disposable virtual card. Is there a limit to how many times I can use it?,29
"What are my options for topping up, automatic and/or manual?",4
Is there a fee for topping up,57
I think a fee was applied for paying with a card.,15
Can you help me process a refund?,52
The app will not let me into my account.,68
"My American express works with my apple pay, why is top up not working?",2
"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.",20
The payment for the card did not go through,25
Will you guys do Visa or Mastercard?,73
are transfers to a beneficiary possible,7
What country's money can I hold currency in?,36
Why was I not allowed to do a transfer to a beneficiary?,7
How do I transfer funds if I am paid in GBP?,50
"Hi, would you please activate my card?",0
I tryed to make a top-up with cryptocurrency but the payment was referted.,61
When do i get charged a fee for using the card?,15
What is the cause of the delay in applying my card payment to my account?,45
Do I need to pay extra for exchanging currencies?,31
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63
There is a payment that is not mine in the App.,16
I am confused why there is cash I did not accept in my account,20
When I add money to my international card do you charge a fee to do so?,57
Can I transfer my salary if its in GBP?,50
Is there a limit to the number of disposable cards I can have?,29
I did not ask for the amount of cash that I received.,75
At what places accept my card?,10
What are the fees for top ups?,57
I already have an account. Why can't I use it unless my identity is verified?,74
How can I set up Google Pay on my device?,2
What fiat money can I used in the exchange and holding?,36
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",18
How do I add a new card?,13
When can I expect delivery?,12
At what age can a person open an account?,1
What kind of foreign exchange rate will I get when I exchange my money?,32
how much for a physical card?,43
Please tell me what this direct debit in my statement is,28
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,35
How much money can i top up?,60
What should I do if I can't use my card?,14
Where do I pay with my debit or credit card?,10
What currencies are approved to add money?,54
For some reason my contactless won't work for me.,23
"I requested a refund, and never received it. What can I do?",51
I couldn't get the money I needed.,75
May I get a disposable virtual card as well?,37
I'm using the app and I noticed a payment that I didn't make.,16
Please check to see if the band transfer I made a while ago from my UK account has safely arrived.,5
Will you reinstate my PIN?,49
Explain how to verify my identity?,69
"I am unable to activate my card, it won't let me.",0
How do I get rid of my account ASAP?,55
My card has been lost / stolen,41
Can I use a bank transfer to add money to my account?,65
Why hasn't my money transfer showed up yet?,5
I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,45
Why was my payment reversed?,53
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",19
Is there a limit to how much I can top up?,60
"I no longer have my phone with the app, what should I do?",42
Can I use app to unblock my card?,49
How can I know where my card will be accepted?,10
What are the disposable cards used for?,37
What is the estimated time on an urgent transfer from China?,67
How does identity check work?,74
Why did you charge me a fee when I made a transfer?,64
Why did my transfer fail?  What can I do?,35
What different currencies can I get?,33
I need my card now!,12
What do I need to see my source of money?,70
I tried withdrawing but my cash is not showing up?,75
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,5
"My phone was stolen, help!",42
I need a few more physical cards.,39
Will I receive all the money sent to my account by SEPA transfer?,56
What do I need to do to correct this failed transfer?,35
How do I fix a broken card?,14
how long and how much does it cost for new card,9
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",59
I got less money than I asked for.,75
How will I know where my funds are coming from?,70
How can I get my card out of the damn ATM?,18
"I got some cash of an ATM earlier but this shows up as pending in the app. How can this be still pending, I've got the cash already?",46
Is there any nearby ATM's?,3
Will a transfer incur a fee?,56
I can't find the PIN.,38
Hello I made a bank transfer couple hours ago from my UK account but it doesn't show up yet. Can you please check if everything is alright with it?,5
Help me verify my identification.,68
Why would I get a decline message in a transfer?,27
Why is checking my identity important?,74
How dp i top up with a cheque ?,58
Do I have an option between Visa and MasterCard?,73
What fiat currencies are supported?,36
Does this program take SWIFT transfers?,56
The ATM machine would not give my card back,18
Why can't I activate my card?,0
I would like to get an account for my child.,1
Can I exchange currencies with my account?,33
What do I do if I think my card was improperly used?,22
Which currencies do you handle?,54
The transfer is coming up as pending the payment is due today. Will I be charged a fee?,48
May I choose when it's delivered?,12
"If I'm getting my identity verified, what all do I need?",69
Where is a ATM that accepts Mastercard?,3
What source do my fund come from?,70
My payments from my virtual card keep getting rejected.,72
Can you tell me why my card keeps getting declined every time I try to use it?,25
Google play top up help?,2
I'm still waiting for my card that was issued a week ago. What should I do?,11
How long will delivery to the US take?,12
I would like to change my address.,30
My card doesn't accept any transaction at all. What's wrong??,14
Was there a way for me to get tracking for that?,11
Will I need to order a new card since mine expires next month?,9
what are the reasons I have to proof my identity to you?,74
"I am seeing unathorized transactions in the app, on my account.",20
Why is this not letting me exchange crypto? I need help making this transaction go through.,7
I need to find the top up verification code,71
Where should I look for my PIN number at?,38
My top-up was reverted by the app.,61
I still haven't gotten my new card.  When will it get here?,11
How can I obtain a disposable virtual card?,37
Freeze my account it's been hacked.,22
I don't think I made this payment that is showing up,16
How do I order a disposable virtual card?,37
Is it necessary to verify my top up?,71
How do I add my card to the app once I get it?,13
What locations are you in?,24
What should I do when my card reaches its expiry date?,9
how can i add money to my account if you don't accept cash,58
Can I have multiple currencies in my account?,36
Can I transfer money using the SWIFT service?,56
My money I added isn't on my card.,59
Can I do more than 10 transactions with a disposable card?,29
What countries can I use my account in?,24
There are charges on my card that I haven't purchased.,22
What is the reason why the transfer shows as pending?,48
How do I get a new card as your machine swallowed mine!,18
I don't think the charges made when I had currency exchanged are right.,17
I did not make this payment that I see in the App.,16
What is the exchange rate like on this app?,32
I noticed that there's a payment on my card that's pending.,45
As my kids get older are they able to get set up with their own accounts?,1
My cash withdrawal was short.,75
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,47
What age do I have to be?,1
I need to change my PIN. Can I do that at a cash machine?,21
What do I do about my expired card?,9
How long does it take for pending to go through,48
Why is there a direct debit I didn't make showing in the app?,28
May I order another card?,39
Can i get a throw away card,37
Would it be possible to open up an account for children?,1
Do you have any limit on the auto top-up?,4
Help me terminate and close my account.,55
My payment has been returned.,53
Where do I access the auto top-up function?,4
"Help, I don't see my money i just added.",47
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,27
What do I do if i accidentally broke my card?,14
How long will I have to wait for my money to be in my account?,67
Will I get charged for topping off my card?,57
What currency's can i exchange for?,33
I was made to pay an additional pound!,34
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,6
Can you tell me why I can't make any transactions?,14
Tell me how many transactions I can do with a disposable card.,29
Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks.,53
There is a duplicate payment on my card. Why?,63
How long will it take to verify my account?,68
I withdrew cash and was charged,19
"I tried to top-up, why didn't it work?",59
Can you help me retrieve my card?,41
How long does it take for the card to come?,12
What's the limit for auto top-up?,4
I received the wrong amount of cash back,75
Are there any places that won't take my card?,10
What do I have to do to get a Visa credit card?,73
How long will my top-up be pending?,47
Can I top-up my google pay?,2
My transfer was rejected,27
What should I do if I think that someone might be using me card?,22
How do I get selected for a visa card?,73
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,27
How can I transfer money from an outside bank?,65
Are cards delivered to my location?,43
I just got married and I need to change my name,30
My account says a withdrawal is pending - why can't I take cash out of the ATM?,46
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,41
I can use this card at which ATMs?,3
A direct debit payment that I didn't authorise shows up in my app.,28
I tried to use my card to top up but all of the money has disappeared.,62
Can I have a card after my first one?,39
I noticed after looking over my transactions that I have been charged twice from an earlier restaurant visit this week. Is it possible that one of these can be removed so I get the money back for the one that is not accurate?,63
I would like to know how to work out where my funds came from?,70
Do you issue cards for someone living in the US?,24
Why won't my card show up on the app?,13
My identity verification didn't work,68
unhappy with service need to delete account,55
I'm still waiting for my new card.,11
There's a refund missing from my statement,51
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",45
"A cheque deposit hasn't posted to my account, when will my balance update?",6
I forgot my PIN number.,49
Why couldn't I transfer funds to my beneficiary?,7
Why doesn't my balance reflect my transfer,5
Why wouldn't my withdrawal go through?,26
Why does my statement show various transaction times?,63
How long does it take for a top-up?,47
I need my card right away.,12
How can I fix my bank transfer to show up on my bank account?,5
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,35
There was a direct debit transaction I have don't think should be there.,28
I transferred money and was charged and want to know why.,64
Please tell me which cash machines will allow me to change my pin.,21
Why am I not allowed to add a certain beneficiary?,7
how long will my cash withdrawal be pending for?,46
My virtual card isn't working. What do I do?,72
What if I type in the wrong PIN too many times?,49
Can I use my card for online payments?,10
Where is my PIN?,38
Are their certain cash machines where I can change my pin?,21
How many times can I enter a wrong PIN before it is blocked?,49
Card payment still pending.,45
I want to revert a transaction I did this morning,8
"I'm not sure where my phone is, I think someone stole it or it's lost.",42
My card is expiring so how fast can I get a new one and how much will it be?,9
Is the PIN separately delivered?,38
Money that I have transferred hasn't arrived yet,5
So the transfer finally worked but now it's been pending for quite a long time. How long do you expect me to wait for it? It's quite urgent,48
How to access my virtual card,40
What amount can I top-up?,60
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",75
"There's an extra fee on my statement, why is that?",34
How do I make an exchange from one currency to another?,33
I have questions about how to transfer money to my account.,65
What documents do I need to validate my identity?,69
"My bank app said that I got cash from an ATM, but that's a mistake.",20
The fee charged when I changed rubles into British pounds was too much.,17
Are there any limit on the auto top-up?,4
Balance hasn't been updated following a cheque or cash deposit,6
I need help getting the virtual card to work.,72
My card will not work,14
What happened to the cash that I tried to deposit into my account? It's gone!,6
I am not able to verify my id. Why?,68
Can I pick between Visa and Mastercard?,73
I have a new card. How do i top it up?,62
"My beneficiary is not allowed, please may I have answer as to why this is?",7
Can you explain the transfer fee that I was charged?,64
How can my friend give me money?,50
Can I get a card? I live in the US.,24
i'm not satisfied with the services and no longer want to be a customer,55
I need my PIN unlocked.,49
Activating my card,0
Is the 1 pound charge going to be reimbursed on my card?,34
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",48
What do I need to do to verify my funds?,70
"I put my check in the bank, but I haven't gotten my cash yet?",6
Can I get information on the identity checks?,69
I ordered a card but it has not arrived. Help please!,11
You shorted me money when I tried to make a withdrawal.,75
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",15
my google pay seems to be acting up.,2
How come I was charged a transaction of $1?,34
How can my account have money transferred into it?,65
"How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay",5
I transferred some money and it didint arrive,66
"My transfer did not work, what was the reason?",35
What are the steps needed to top up with Apple Pay?,2
I would like to change the the PIN on my card.,21
Can I use my American Express to add money to my account?,54
"I have not received my card and it's been a week, what do I do?",11
Do you know which businesses will accept my card?,10
"I've obtained the card, how do I enable it on the app?",13
why do i have to verify top up?,71
My top up isnt working,59
How can I receive my salary with a different currency?,50
Will there be any charges for money received?,56
Why didn't I receive the correct exchange rate for an item that I purchased?,17
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,28
When I topped up the app has seemed to reverted it.,61
how do i find top up for cash deposit,58
I need to move money from one of my other accounts to this one.,65
Why was a payment cancelled on my account?,53
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,16
For some reason my contactless has stopped working. I don't know what the problem is. What can I do?,23
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,16
I wasn't charged the correct exchange rate for an item I purchased.,17
Is there an alternative to a physical card?,40
What documents do I need for the identity check?,69
Is there a number to call to get my pin unblocked?,49
Why was the exchange rate different when I withdrew my cash?,76
Tell me if there is a top-up limit.,60
"Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only £200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please?",35
how do i get into my account and edit my details,30
top up not completed,47
How long is a transfer in the pending status?,48
top up for my american express card is not working,2
I was declined when I tried to take out cash!,26
What's the deal with no cryptocurrency on your app?,7
What is the current exchange rate?,32
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",35
"new customer and filling gas for the first time today, not working,",47
Can you tell me the ATMs I can use with my card?,3
I can't remember my password.,44
I only have a card from the US is that okay?,54
Is there any reason why my card didn't work when I tried to top up?,59
It declined my transfer.,27
Why is the exchange rate on my card payment different than I expected?,17
Can I directly deposit my salary to this account?,50
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,21
"i received my American Express in Apple pay, is there a reason why top up is not working?",2
I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,17
When will my cheque be processed?,6
what steps do you take to check identity,69
Where do I find my code to verify my top-up card?,71
There is an unauthorized fee.,15
Do you know if my top-up has been cancelled?,61
is it ok if i use both visa and mastercard,73
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",8
How can the recipient see my money transaction?,66
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,15
how do i add money from my amex card to top up,54
How do I get started when I get my card?,38
I got charged and extra fee when I transferred money so why was I charged?,64
I saw a payment come out of my account for a merchant I don't remember.,16
"I think something went wrong, I didn't get the right amount.",75
What do you need for the identity verification,69
Could you please activate my card,0
I got cash and the exchange rate should have been different than it ended up being.,76
Could you please freeze my card immediately?,41
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",8
Why hasn't my recipient received their money?,66
What is the virtual card and how can i get one?,40
Do I need to make a regular payment before a contactless one?,23
Do you do Visa or Mastercard?,73
Why are you keeping my money from me by declining my card? What is going on?,59
How can I change my PIN without going to the bank?,21
Not sure what my password is.,44
I need your help in deleting my account.,55
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",76
"I don't want this account anymore, how do I delete it?",55
Where is the virtual card?,40
Looks like my card payment was cancelled.,53
Is there a reason my top-up has been cancelled?,61
Is the closest ATM to me within 2 miles?,3
Are top-ups allowed using Apple Pay?,2
I did a payment but it was reverted by the app,53
Cash withdrawal still pending?,46
How can I prove the source of my funds?,70
"I'm going to be away for awhile, can I have it add money automatically in certain intervals?",4
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,66
Why could I not choose cash at the ATM?,26
I want to get a virtual card!,40
How long is the delivery time to the US?,12
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",50
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",63
I would like to get help from someone with activating my card.,0
"Please give me both Visa and MasterCard, is it possible?",73
What's the U.S. Delivery time?,12
is there a foreign currencies charge?,31
Any charges applicable for new card?,23
My top up isn't in my wallet.,62
How long do deposits take to appear? I've been waiting for more than a week and need the money!,6
Why are my payments showing pending?,45
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,15
How are exchange rates determined?,32
What are the currencies and cards that are supported with my account?,54
"I thought cash withdrawals were free? Why have I been charged a fee? Also, how much is this fee?",19
Someone used my card without my permission.,22
The virtual card won't work.,72
Do you know what your exchange rates are?,32
Why did the transfer fail when I attempted to do it earlier?,35
I want to stop my account,55
Can I transfer my payroll to the bank?,50
How do I order a replacement for stolen card?,22
I want to choose a new PIN.,21
Can I use cash to top up my account?,58
I received my salary in the wrong currency. How do I change this?,50
"Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn.",76
Is it possible to order a virtual card?,40
I want to cancel a transfer right away! Can you help?,8
I must make several disposable cards per day.,29
What do I need to do to exchange my money?,33
I have a disposable card but it does not work?,72
My transaction is still showing that is pending from my cash withdrawal.,46
I'm still waiting on my identity verification.,68
I have no more money in my account.  Is there a way to do a bank transfer to put money into my account?,65
IS there a fee to exchange currency?,31
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",47
I broke my card,14
Is there a fee for using a European bank card to top up?,57
How to order a virtual card,40
"My phone is lost I don't want someone to use my account, what can I do?",42
Do I have to go to an actual bank to change my PIN?,21
Do you deliver the PIN separately?,38
How do I cancel a purchase?,52
What was the issue with my topping up?,59
What if my top up didn't work?,59
What are these fees i am paying?,15
I need my card ASAP!,12
"I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?",64
Double check your funds may be declined,27
I can't find my PIN anywhere.,38
"I would like to receive and use the card in Europe, is that possible?",24
when should I receive my refund,51
how do i get a new card,43
What is the cause that the transfer shows as pending?,48
Can I submit a check or cash payment?,58
can i verify my identity i the app,69
I had the wrong exchange rate applied to some cash I got abroad.,76
Can I give my friends access to my account so they can top it up for me?,62
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",66
I tried to top up and suddenly my money disappeared,62
Can I have a third card?,39
Can I top up my account with a check?,58
I don't know what this Direct Debit payment on my account is for.,28
What do I need for the verification check?,69
How long will it take to get my refund,51
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",48
I put some money in my account the other day but now its gone? Why is this?,61
Can I still access the app even though my phone was stolen?,42
Please tell me if I'm going to be charged for sending out more cards?,39
What top up charges are there for US cards?,57
Is it possible to top up by card?,62
Are there any top-up limits?,60
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,46
Card refund is not showing up in my statement.,51
how to recover my passcode,44
how come the verification with the top up,71
"When I bought something abroad, the exchange rate was wrong.",17
A payment is showing twice. Why is that?,63
At what ATMS am I able to use the card?,3
Can I do a bank transfer to put additional money in my account because I am out of money?,65
What is the procedure for me to get more cards on my account?,39
Is payment required to get a card of my own?,43
Where is the transfer to my account?,5
I need assistance with transferring funds to another account.,65
I tried to get cash but it was declined!,26
When are cards delivered?,12
"My pin was blocked, how do I make it so I can use it?",49
Why isn't my virtual card working?,72
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",25
I received a decline message on a transfer,27
Can I let other people have access to my account in order to top up?,62
I ordered my card but it hasn't been delivered yet,11
Will I get charged for topping up with an international card?,57
My transaction is showing several times.,63
Is the system down? I've been trying to do a transfer and have failed?,35
How do I activate my card so I can start using it?,0
I would like to know how much I can top-up.,60
"Could not complete transfer, states 'declined'",27
How do I obtain a second card?,39
My card arrived but I don't know how to get my PIN.,38
How long will it take for my transferred money to show up?,5
I made a check deposit but the cash hasn't arrived in my account yet.,6
When I was abroad the exchange rate for me was wrong.,76
What are the rules to where I can use my card?,10
"I reside in the US, but I want a card.",24
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,66
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",46
Please tell my why I was charged a fee for using my card?,15
What is the procedure for an expired card?,9
I was charged on my account that shouldn't be there.,28
Please explain to me the process of getting a virtual card.,40
Can it be delivered by a specific date?,12
Are there any discounts for frequent currency exchanges?,31
Could you tell me why my top up isn't showing in my wallet?,62
I don't recognize the direct debit payment from the app.,28
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .,27
I put money into my account for the minimum balance but the application didn't accept.,61
"When exchanging currencies, is there an extra fee?",31
the money i transferred didnt arrive,66
I want to inactivate my account.,55
Can I get my card fast tracked?,12
Is there an auto top up option?,4
I didn't know I was going to get charged to use my card.,15
I am seeing in the App a payment that its not mine,16
Why was one of my transfers declined?,27
"If I was travelling abroad, would I be able to hold currencies in euros?",36
with what can I verify my identity?,69
The transfer I made isn't reflected in my balance,5
How do I know where my funds come from?,70
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,8
I'm not happy with service and would like to delete this account.,55
How can I track my card's delivery?,11
Why cant I send money to a beneficiary?,7
I dont see my reciept,66
Is this open to residents of all countries?,24
How long should I expect for the card to arrive?,12
What's my limit for topping up?,60
"I'm out of money, can I add money with my bank?",65
I bought an item and the exchange rate was wrong.,17
How will I receive my PIN?,38
I can't see my refund in my history.,51
Is there a way to see my money's source?,70
Why would I be charged an extra fee while doing a transfer?,64
I want to get an item refunded,52
Card activation is not working. What do i do?,0
There is a payment that is not mine in the app.  Please advise/,16
I am yet to receive my pin.,38
What areas are cards delivered to?,43
are multiple currencies acceptable?,36
I can't use the app because I got mugged yesterday and they took everything. Please help.,42
What do I use to verify my identity?,69
"your company is awful, i would like to delete my account please",55
I need a physical card.  What are the fees?,43
I don't have the device I used to log onto the platform so I can't access it.,42
How come I got blocked for entering wrong pins?,49
I do not have the information to verify my identify.,68
"I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here?",53
Transferring money using credit card,62
Can I see where my money came from?,70
How do I top up with Apple Pay?,2
Can you tell me the total cost of a transfer?,56
I can't make purchases with my virtual card.,72
